team,year,squad_size,squad_avg,squad_std,attack_avg,midfield_avg,defence_avg,bench_avg,bench_std,gk_rating
Lithuania,2020,10,63.4,2.196967607104544,60.5,62.5,65.75,61.166093587657514,0.30754509822322046,73.0
Luxembourg,2020,9,65.66666666666667,1.3944333775567925,67.0,65.0,66.0,63.432760254324194,0.30754509822322046,66.0
Macau,2020,1,61.0,,,,61.0,58.76609358765752,0.30754509822322046,61.0
Madagascar,2020,8,70.25,1.0479571965086578,67.0,70.33333333333333,71.0,68.01609358765752,0.30754509822322046,71.0
Malawi,2020,1,62.0,,62.0,,,59.76609358765752,0.30754509822322046,
Mali,2020,25,73.0,0.5715476066494082,72.85714285714286,73.0,73.125,70.92857142857143,0.32249517782042164,71.0
Malta,2020,2,60.0,2.3161265887513367,,60.0,,57.76609358765752,0.30754509822322046,
Mauritania,2020,6,64.16666666666667,1.2758439472669758,,66.0,63.25,61.932760254324194,0.30754509822322046,63.25
Mauritius,2020,1,66.0,,,66.0,,63.76609358765752,0.30754509822322046,
Mexico,2020,25,77.6,0.4932882862316249,80.75,77.54545454545455,76.4,75.85714285714286,0.1771924779845835,78.0
Moldova,2020,12,65.0,1.7407765595569786,64.0,63.5,66.0,62.76609358765752,0.30754509822322046,70.0
Montenegro,2020,25,68.88,0.9225327455796176,68.77777777777777,68.66666666666667,69.28571428571429,66.07142857142857,0.4504489300892215,64.0
Montserrat,2020,3,66.0,2.0816659994661326,70.0,64.0,,63.76609358765752,0.30754509822322046,
Morocco,2020,25,76.96,0.4338970692072793,76.75,77.0,77.0,75.71428571428571,0.19410463442478787,77.0
Mozambique,2020,4,73.25,1.3768926368215255,,72.0,73.66666666666667,71.01609358765752,0.30754509822322046,73.66666666666667
Namibia,2020,2,67.0,0.0,67.0,,67.0,64.76609358765752,0.30754509822322046,67.0
Netherlands,2020,25,81.52,0.5689756878227165,81.85714285714286,80.88888888888889,81.88888888888889,79.57142857142857,0.34313175815375807,83.0
New Caledonia,2020,2,67.5,2.3161265887513367,,63.0,72.0,65.26609358765752,0.30754509822322046,72.0
New Zealand,2020,25,66.36,0.8772684879784522,68.25,66.83333333333333,65.66666666666667,63.357142857142854,0.4141341139826654,67.0
Niger,2020,3,57.0,2.3161265887513367,59.0,50.0,62.0,54.76609358765752,0.30754509822322046,62.0
Nigeria,2020,25,75.16,0.41904653679513915,74.0,75.92857142857143,74.5,73.78571428571429,0.2142857142857143,74.5
North Macedonia,2020,22,68.5,1.0945555938607905,68.33333333333333,69.42857142857143,67.88888888888889,64.0909090909091,0.5792557208026906,72.0
Northern Ireland,2020,25,70.44,0.5775811631277462,69.0,70.8,70.63636363636364,68.64285714285714,0.22500654098289308,69.0
Norway,2020,25,75.24,0.49423341314268365,74.85714285714286,75.11111111111111,75.66666666666667,73.71428571428571,0.26578871697687523,83.0
Palestine,2020,4,62.0,1.4719601443879744,60.5,63.5,,59.76609358765752,0.30754509822322046,
Panama,2020,12,66.0,1.7188791273808217,65.5,65.0,67.75,63.76609358765752,0.30754509822322046,67.75
Paraguay,2020,25,75.04,0.39782743327561854,75.57142857142857,75.2,74.375,73.64285714285714,0.22500654098289308,74.375
Peru,2020,25,71.96,0.5929586832149436,73.66666666666667,72.18181818181819,71.27272727272727,69.78571428571429,0.4344830378784442,72.0
Philippines,2020,2,69.0,2.3161265887513367,,,69.0,66.76609358765752,0.30754509822322046,75.0
Poland,2020,25,77.28,0.8784835418682201,78.83333333333333,76.14285714285714,77.16666666666667,74.21428571428571,0.31759002234326206,86.0
Portugal,2020,25,82.92,0.5474790711372753,85.0,82.58333333333333,82.44444444444444,81.28571428571429,0.24424297550431723,85.0
Puerto Rico,2020,1,70.0,,,,70.0,67.76609358765752,0.30754509822322046,70.0
Republic of Ireland,2020,25,73.96,0.43389706920727933,72.5,74.0,74.38461538461539,72.57142857142857,0.3267267856553517,75.0
Romania,2020,25,73.96,0.4881256668796127,73.42857142857143,73.25,74.9,72.21428571428571,0.23855267413288364,79.0
Russia,2020,25,76.96,0.4777726097911711,78.0,76.7,76.91666666666667,75.28571428571429,0.4248926358061803,80.0
Rwanda,2020,2,64.0,2.3161265887513367,,67.0,61.0,61.76609358765752,0.30754509822322046,61.0
Saint Kitts and Nevis,2020,4,62.75,2.3161265887513367,,64.33333333333333,58.0,60.51609358765752,0.30754509822322046,58.0
Saint Lucia,2020,1,64.0,,,,64.0,61.76609358765752,0.30754509822322046,64.0
Saudi Arabia,2020,25,69.64,0.415852537966685,,69.6,69.7,68.14285714285714,0.34541172847256507,72.0
Scotland,2020,25,75.64,0.5192301994298869,73.75,75.6875,77.0,74.21428571428571,0.18689397089774673,75.0
Senegal,2020,25,77.28,0.8073000268384318,76.77777777777777,77.1,78.33333333333333,74.85714285714286,0.1771924779845835,77.0
Serbia,2020,25,78.84,0.573527099040083,80.5,79.35714285714286,77.66666666666667,76.71428571428571,0.28571428571428575,80.0
Sierra Leone,2020,10,63.0,2.065591117977289,63.714285714285715,61.0,61.5,60.76609358765752,0.30754509822322046,61.5
Slovakia,2020,25,74.44,0.9001481359568917,,74.76923076923077,74.08333333333333,71.14285714285714,0.25370101935418016,80.0
Slovenia,2020,25,74.72,1.1937615618986341,77.33333333333333,73.54545454545455,75.18181818181819,70.85714285714286,0.390225953946477,91.0
South Africa,2020,25,71.56,0.5134199061197375,71.11111111111111,71.8,71.83333333333333,69.57142857142857,0.22760785909019757,78.0
South Sudan,2020,1,59.0,,59.0,,,56.76609358765752,0.30754509822322046,
Spain,2020,25,85.32,0.4071035904205872,83.66666666666667,85.38461538461539,85.77777777777777,83.85714285714286,0.20587905489225491,89.0
Sudan,2020,4,60.25,2.3161265887513367,59.0,61.5,,58.01609358765752,0.30754509822322046,
Suriname,2020,2,66.0,0.0,,66.0,66.0,63.76609358765752,0.30754509822322046,66.0
Sweden,2020,25,76.28,0.5553377350765925,76.85714285714286,75.77777777777777,76.33333333333333,74.64285714285714,0.22500654098289308,78.0
Switzerland,2020,25,78.2,0.5656854249492378,77.66666666666667,77.28571428571429,79.0,76.28571428571429,0.24424297550431723,85.0
Syria,2020,4,70.25,2.3161265887513367,76.5,64.0,,68.01609358765752,0.30754509822322046,
São Tomé e Príncipe,2020,1,70.0,,70.0,,,67.76609358765752,0.30754509822322046,
Tanzania,2020,4,63.25,2.3161265887513367,69.5,57.0,,61.01609358765752,0.30754509822322046,
Thailand,2020,4,64.0,2.3161265887513367,71.0,60.5,64.0,61.76609358765752,0.30754509822322046,64.0
Togo,2020,13,69.38461538461539,1.9530989889786712,70.16666666666667,69.0,68.5,67.15070897227291,0.0,68.5
Trinidad and Tobago,2020,6,65.83333333333333,2.3161265887513367,,71.0,60.666666666666664,63.59942692099085,0.30754509822322046,52.0
Tunisia,2020,25,71.08,0.6780363805381933,71.5,71.25,70.72727272727273,68.78571428571429,0.4708954694739742,72.0
Turkey,2020,25,77.04,0.24138489320308892,78.2,77.0,76.44444444444444,76.21428571428571,0.15472667956405192,76.0
Uganda,2020,3,66.0,0.5773502691896258,,66.0,66.0,63.76609358765752,0.30754509822322046,66.0
Ukraine,2020,25,75.96,0.49152822909778016,74.66666666666667,76.46153846153847,75.66666666666667,74.21428571428571,0.260569356074272,77.0
United Arab Emirates,2020,22,62.86363636363637,1.0450780424998831,,62.4,63.25,59.0,0.7964680945990669,71.0
United States,2020,25,74.8,0.35118845842842455,77.5,74.54545454545455,74.58333333333333,73.57142857142857,0.20203050891044214,76.0
Uruguay,2020,25,81.36,0.5996665740225984,82.66666666666667,80.42857142857143,81.25,79.5,0.17383837384127884,81.0
Uzbekistan,2020,3,67.66666666666667,2.3161265887513367,,67.66666666666667,,65.4327602543242,0.30754509822322046,
Venezuela,2020,25,72.72,0.6205374015050714,72.76923076923077,72.28571428571429,73.2,70.64285714285714,0.30754509822322046,73.0
Vietnam,2020,1,62.0,,62.0,,,59.76609358765752,0.30754509822322046,
Wales,2020,25,73.28,0.8396824796711352,77.66666666666667,73.44444444444444,72.15384615384616,70.57142857142857,0.40211372447323046,75.0
Zambia,2020,11,66.72727272727273,1.2655642585668985,66.14285714285714,65.66666666666667,74.0,64.49336631493026,0.30754509822322046,74.0
Zimbabwe,2020,12,67.25,1.8994616462183558,65.0,69.33333333333333,68.5,65.01609358765752,0.30754509822322046,68.5
Afghanistan,2021,2,66.0,2.0,,64.0,68.0,63.76609358765752,0.30754509822322046,68.0
Albania,2021,25,69.8,0.8774964387392125,68.25,67.61538461538461,74.125,67.07142857142857,0.3391049258068015,83.0
Algeria,2021,25,75.8,0.650640709864771,76.75,74.08333333333333,78.4,73.5,0.40260143080708505,76.0
Andorra,2021,1,62.0,,,,62.0,59.76609358765752,0.30754509822322046,62.0
Angola,2021,16,69.3125,1.4251279182351784,66.75,67.5,72.83333333333333,67.07859358765752,0.7964680945990669,68.0
Antigua and Barbuda,2021,4,62.0,2.3161265887513367,61.0,,62.333333333333336,59.76609358765752,0.30754509822322046,62.333333333333336
Argentina,2021,25,83.2,0.6480740698407857,85.77777777777777,81.875,81.625,81.07142857142857,0.22149059748072938,82.0
Armenia,2021,3,68.66666666666667,2.3161265887513367,66.0,74.0,66.0,66.4327602543242,0.30754509822322046,66.0
Aruba,2021,1,68.0,,68.0,,,65.76609358765752,0.30754509822322046,
Australia,2021,25,72.0,0.4396968652757639,71.4,72.0,72.25,70.78571428571429,0.2142857142857143,80.0
Austria,2021,25,76.8,0.6454972243679026,78.0,77.5,76.07692307692308,74.5,0.1386750490563073,75.0
Azerbaijan,2021,6,60.833333333333336,2.3161265887513367,,61.25,60.0,58.59942692099085,0.30754509822322046,60.0
Barbados,2021,1,61.0,,61.0,,,58.76609358765752,0.30754509822322046,
Belarus,2021,3,62.666666666666664,2.3161265887513367,65.5,57.0,,60.43276025432418,0.30754509822322046,
Belgium,2021,25,81.96,0.747172447743268,82.33333333333333,81.7,82.0,79.28571428571429,0.4117581097845097,89.0
Belize,2021,2,63.0,0.0,,63.0,,60.76609358765752,0.30754509822322046,
Benin,2021,11,68.27272727272727,0.8851390141554972,70.0,67.33333333333333,69.0,66.03882086038479,0.30754509822322046,70.0
Bermuda,2021,1,72.0,,72.0,,,69.76609358765752,0.30754509822322046,
Bolivia,2021,25,67.52,0.3469870314579494,66.5,67.75,67.6923076923077,66.21428571428571,0.23855267413288364,69.0
Bosnia and Herzegovina,2021,25,73.48,0.7897678983937837,71.4,74.46153846153847,73.14285714285714,70.92857142857143,0.1951129769732385,75.0
Brazil,2021,25,84.84,0.48194052191807507,87.0,84.08333333333333,85.1,83.28571428571429,0.12529400275814706,90.0
Bulgaria,2021,25,66.2,0.5477225575051661,65.0,66.9,65.84615384615384,64.35714285714286,0.3249199877356598,66.0
Burkina Faso,2021,19,66.52631578947368,1.493393680353012,65.4,64.71428571428571,69.14285714285714,64.29240937713121,0.7964680945990669,75.0
Burundi,2021,7,62.714285714285715,1.8988001940358936,57.0,63.666666666666664,,60.48037930194323,0.30754509822322046,
Cameroon,2021,25,74.92,0.6950299753727655,74.57142857142857,74.28571428571429,75.54545454545455,72.57142857142857,0.27163092514963244,84.0
Canada,2021,25,70.04,0.825590697622012,72.25,69.5,69.77777777777777,67.14285714285714,0.4671299188314787,75.0
Cape Verde Islands,2021,23,68.8695652173913,1.0985156133038259,72.16666666666667,68.11111111111111,67.25,64.66666666666667,0.7964680945990669,67.25
Central African Republic,2021,4,70.25,2.3161265887513367,,74.0,66.5,68.01609358765752,0.30754509822322046,66.5
Chad,2021,1,73.0,,,73.0,,70.76609358765752,0.30754509822322046,
Chile,2021,25,76.08,0.5742241142039697,76.25,76.75,75.11111111111111,74.14285714285714,0.2745054065230065,77.0
China PR,2021,25,71.92,0.697423830966508,76.14285714285714,70.66666666666667,70.08333333333333,69.57142857142857,0.27163092514963244,73.0
Chinese Taipei,2021,2,65.0,2.3161265887513367,,68.0,62.0,62.76609358765752,0.30754509822322046,62.0
Colombia,2021,25,78.52,0.3834927204871908,78.85714285714286,78.0,78.77777777777777,77.14285714285714,0.20587905489225491,79.0
Comoros,2021,12,65.75,1.4726033430834682,56.0,68.4,65.16666666666667,63.51609358765752,0.30754509822322046,70.0
Congo,2021,16,66.0,1.1690451944500122,64.0,68.0,66.0,63.76609358765752,0.6782329983125268,75.0
Congo DR,2021,25,72.56,0.5861740355901139,73.22222222222223,71.0,73.375,70.5,0.22846838336584385,73.375
Costa Rica,2021,25,68.52,0.9593747964169166,67.0,66.71428571428571,70.07692307692308,65.78571428571429,0.4936806307210529,87.0
Croatia,2021,25,78.64,0.6425988899253824,77.83333333333333,79.81818181818181,77.625,76.28571428571429,0.2657887169768753,80.0
Cuba,2021,5,65.0,2.3161265887513367,,67.5,63.333333333333336,62.76609358765752,0.30754509822322046,65.0
Curacao,2021,13,65.3076923076923,1.2678702887257558,63.6,67.25,65.5,63.07378589534983,0.7964680945990669,75.0
Cyprus,2021,7,62.857142857142854,2.3161265887513367,,60.0,66.66666666666667,60.62323644480037,0.30754509822322046,66.66666666666667
Czech Republic,2021,25,76.36,0.5381449618829485,78.0,75.5,76.85714285714286,74.35714285714286,0.1692628769313117,82.0
Côte d'Ivoire,2021,25,76.36,0.502924779001128,75.5,76.61538461538461,76.66666666666667,74.64285714285714,0.19909528496696088,76.66666666666667
Denmark,2021,25,77.4,0.5773502691896255,76.5,77.75,77.63636363636364,75.42857142857143,0.13725270326150324,84.0
Dominican Republic,2021,4,66.75,2.3161265887513367,77.0,61.5,67.0,64.51609358765752,0.30754509822322046,67.0
Ecuador,2021,25,74.28,0.5148462553682085,74.71428571428571,73.66666666666667,74.55555555555556,72.35714285714286,0.19909528496696088,74.0
Egypt,2021,25,72.08,0.8542443054146356,75.16666666666667,72.14285714285714,70.5,69.92857142857143,0.24504508924151383,73.0
El Salvador,2021,4,66.25,1.547847968417226,68.0,67.5,62.0,64.01609358765752,0.30754509822322046,62.0
England,2021,25,82.88,0.5607138307550473,84.4,83.14285714285714,82.15384615384616,80.78571428571429,0.26056935607427195,82.0
Equatorial Guinea,2021,6,66.66666666666667,2.3161265887513367,66.0,66.0,70.0,64.4327602543242,0.30754509822322046,70.0
Eritrea,2021,2,68.5,1.4999999999999998,68.5,,,66.26609358765752,0.30754509822322046,
Estonia,2021,5,64.2,2.3161265887513367,59.0,56.0,68.66666666666667,61.966093587657525,0.30754509822322046,68.66666666666667
Ethiopia,2021,2,58.5,2.3161265887513367,,,58.5,56.26609358765752,0.30754509822322046,58.5
Faroe Islands,2021,5,64.4,1.16619037896906,65.0,64.66666666666667,63.0,62.16609358765753,0.30754509822322046,63.0
Finland,2021,25,70.2,0.8386497083606084,70.0,70.33333333333333,70.16666666666667,67.28571428571429,0.35438495596916697,83.0
France,2021,25,84.48,0.4730045806684469,84.88888888888889,84.8,84.0,82.78571428571429,0.18689397089774673,87.0
Gabon,2021,16,69.8125,1.8579082099680453,70.33333333333333,71.125,67.4,67.57859358765752,0.7964680945990669,67.4
Gambia,2021,24,64.91666666666667,1.0088676868954798,64.8,67.0,63.5,61.38461538461539,0.7964680945990669,63.5
Georgia,2021,22,67.9090909090909,0.7323953788415415,67.5,68.07692307692308,67.71428571428571,65.36363636363636,0.5763951812417222,76.0
Germany,2021,25,84.44,0.4763752022653295,85.0,84.53846153846153,84.27272727272727,82.78571428571429,0.28086544877213304,90.0
Ghana,2021,25,74.64,0.5192301994298868,76.75,74.5,73.71428571428571,73.0,0.2344036154692477,73.71428571428571
Greece,2021,25,75.2,0.5163977794943223,73.0,74.75,75.5625,73.57142857142857,0.17270586423628254,81.0
Grenada,2021,4,64.5,0.5,,64.0,65.0,62.26609358765752,0.30754509822322046,65.0
Guam,2021,1,67.0,,,,67.0,64.76609358765752,0.30754509822322046,67.0
Guinea,2021,25,68.64,0.86,69.16666666666667,70.42857142857143,67.33333333333333,65.85714285714286,0.4303990335728822,66.0
Guinea Bissau,2021,15,65.53333333333333,1.7206495635761863,66.5,64.55555555555556,68.0,63.299426920990854,0.7964680945990669,68.0
Guyana,2021,10,59.6,1.6746475582773959,,61.8,57.4,57.36609358765752,0.30754509822322046,51.0
Haiti,2021,10,63.4,1.1372481406154653,65.0,63.0,63.0,61.166093587657514,0.30754509822322046,63.0
Honduras,2021,16,68.25,1.0020811677038275,66.6,70.5,67.2,66.01609358765752,0.7964680945990669,67.2
Hong Kong,2021,2,52.5,2.3161265887513367,,52.5,,50.26609358765752,0.30754509822322046,
Hungary,2021,25,70.68,0.8596898665604163,69.0,69.8,72.4,68.07142857142857,0.384654629081036,85.0
Iceland,2021,25,70.64,0.6134057928212506,69.75,72.42857142857143,70.1,68.64285714285714,0.30754509822322046,70.0
India,2021,23,59.69565217391305,0.4237736671656072,60.0,59.18181818181818,60.2,58.166666666666664,0.2409996018270737,64.0
Indonesia,2021,1,56.0,,,56.0,,53.76609358765752,0.30754509822322046,
Iran,2021,15,70.33333333333333,1.0896336940924631,70.42857142857143,68.0,71.0,68.09942692099085,0.7964680945990669,73.0
Iraq,2021,4,70.75,1.547847968417226,68.0,70.0,75.0,68.51609358765752,0.30754509822322046,75.0
Israel,2021,19,68.94736842105263,1.3922796406334383,71.33333333333333,68.25,67.2,66.71346200871015,0.7964680945990669,68.0
Italy,2021,25,82.28,0.47441191665752525,83.0,81.22222222222223,82.83333333333333,80.5,0.17383837384127884,85.0
Jamaica,2021,24,66.875,1.2237275260330687,65.18181818181819,66.0,71.0,62.07692307692308,0.6249260311258431,75.0
Japan,2021,25,74.36,0.38678159211627416,73.85714285714286,74.81818181818181,74.14285714285714,72.92857142857143,0.2450450892415138,72.0
Jordan,2021,2,62.0,2.0,60.0,,64.0,59.76609358765752,0.30754509822322046,64.0
Kazakhstan,2021,6,68.33333333333333,0.7149203529842406,,68.5,68.0,66.09942692099085,0.30754509822322046,68.0
Kenya,2021,10,64.5,2.1147629234082532,66.5,64.5,63.5,62.26609358765752,0.30754509822322046,63.5
Korea DPR,2021,1,60.0,,60.0,,,57.76609358765752,0.30754509822322046,
Korea Republic,2021,25,73.32,0.6575712889109437,74.2,73.63636363636364,72.44444444444444,71.64285714285714,0.19909528496696088,75.0
Kosovo,2021,25,70.36,0.6655323683588452,70.125,70.3,70.71428571428571,68.0,0.2567762955065478,69.0
Latvia,2021,7,61.714285714285715,1.972601445448379,62.5,57.5,64.0,59.48037930194323,0.30754509822322046,70.0
Lebanon,2021,3,64.0,1.0,63.0,63.0,66.0,61.76609358765752,0.30754509822322046,66.0
Liberia,2021,4,64.25,2.3161265887513367,64.0,64.5,,62.01609358765752,0.30754509822322046,
Libya,2021,4,71.25,0.6291528696058958,71.0,72.0,70.0,69.01609358765752,0.30754509822322046,70.0
Liechtenstein,2021,5,59.0,2.16794833886788,52.0,64.0,59.666666666666664,56.76609358765752,0.30754509822322046,63.0
Lithuania,2021,9,62.888888888888886,2.2757443498071157,58.5,67.5,62.8,60.65498247654641,0.30754509822322046,74.0
Luxembourg,2021,11,66.81818181818181,0.8614805629441551,,66.33333333333333,67.4,64.58427540583934,0.30754509822322046,67.4
Macau,2021,1,60.0,,,,60.0,57.76609358765752,0.30754509822322046,60.0
Madagascar,2021,9,69.22222222222223,1.2668615834434864,65.5,69.0,71.25,66.98831580987975,0.30754509822322046,71.25
Malawi,2021,1,70.0,,70.0,,,67.76609358765752,0.30754509822322046,
Malaysia,2021,1,56.0,,56.0,,,53.76609358765752,0.30754509822322046,
Mali,2021,25,73.16,0.5764257685657943,73.0,73.18181818181819,73.2,71.0,0.2773500981126146,74.0
Malta,2021,1,62.0,,,62.0,,59.76609358765752,0.30754509822322046,
Mauritania,2021,7,63.285714285714285,1.7554579610635008,54.0,65.5,64.5,61.0518078733718,0.30754509822322046,64.5
Mexico,2021,25,77.56,0.5570158585414484,79.8,77.15384615384616,76.71428571428571,75.78571428571429,0.2142857142857143,79.0
Moldova,2021,12,64.66666666666667,1.5142421513513924,62.333333333333336,65.66666666666667,65.33333333333333,62.432760254324194,0.30754509822322046,69.0
Montenegro,2021,25,69.28,0.8554141297250897,69.55555555555556,69.0,69.22222222222223,66.35714285714286,0.30754509822322046,65.0
Montserrat,2021,3,66.33333333333333,1.855921454276674,70.0,65.0,64.0,64.09942692099085,0.30754509822322046,64.0
Morocco,2021,25,76.84,0.5676853588623425,76.83333333333333,76.71428571428571,77.2,75.07142857142857,0.39868307546531284,76.0
Mozambique,2021,5,72.2,1.3928388277184118,,,72.2,69.96609358765753,0.30754509822322046,72.2
Namibia,2021,3,68.66666666666667,2.3161265887513367,70.0,64.0,72.0,66.4327602543242,0.30754509822322046,72.0
Netherlands,2021,25,81.28,0.6285432894134391,80.14285714285714,81.2,82.375,79.07142857142857,0.35493825053866396,81.0
New Caledonia,2021,1,71.0,,,71.0,,68.76609358765752,0.30754509822322046,
New Zealand,2021,25,66.36,0.9931095944892823,69.66666666666667,65.0,66.66666666666667,62.785714285714285,0.40840848206918967,71.0
Nicaragua,2021,1,56.0,,,56.0,,53.76609358765752,0.30754509822322046,
Niger,2021,4,57.0,2.3161265887513367,57.0,54.5,62.0,54.76609358765752,0.30754509822322046,62.0
Nigeria,2021,25,75.52,0.5231953108862247,76.0,76.21428571428571,73.0,73.71428571428571,0.2442429755043172,73.0
North Macedonia,2021,25,68.12,1.0316976301223149,70.25,67.58333333333333,67.88888888888889,64.28571428571429,0.587680965148173,71.0
Northern Ireland,2021,25,69.36,0.7300228306932144,66.5,68.76923076923077,70.7,67.0,0.2344036154692477,69.0
Norway,2021,25,75.4,0.6429100507328634,77.75,75.63636363636364,74.2,73.21428571428571,0.28086544877213304,77.0
Palestine,2021,2,63.5,2.3161265887513367,63.5,,,61.26609358765752,0.30754509822322046,
Panama,2021,11,67.81818181818181,1.3471733492976514,67.0,65.6,71.0,65.58427540583934,0.30754509822322046,76.0
Papua New Guinea,2021,1,64.0,,64.0,,,61.76609358765752,0.30754509822322046,
Paraguay,2021,25,74.72,0.2916619047230315,73.66666666666667,75.41666666666667,74.42857142857143,73.78571428571429,0.11380392954509881,74.42857142857143
Peru,2021,25,72.0,0.4898979485566356,73.5,72.6,71.3076923076923,70.28571428571429,0.19410463442478787,73.0
Philippines,2021,3,65.66666666666667,2.3161265887513367,,,65.66666666666667,63.432760254324194,0.30754509822322046,73.0
Poland,2021,25,77.04,0.9008884503644168,80.75,75.22222222222223,77.16666666666667,74.14285714285714,0.2938404825740865,87.0
Portugal,2021,25,82.6,0.5830951894845298,83.16666666666667,82.36363636363636,82.5,80.71428571428571,0.2857142857142857,84.0
Puerto Rico,2021,1,71.0,,,,71.0,68.76609358765752,0.30754509822322046,71.0
Republic of Ireland,2021,25,74.08,0.5800000000000001,72.4,73.71428571428571,74.92307692307692,71.92857142857143,0.2864002753829043,75.0
Romania,2021,25,73.6,0.4,73.28571428571429,73.11111111111111,74.33333333333333,72.21428571428571,0.23855267413288364,78.0
Russia,2021,25,76.76,0.4011649702221436,76.2,76.8,77.0,75.35714285714286,0.24822762633135206,80.0
Rwanda,2021,1,66.0,,,66.0,,63.76609358765752,0.30754509822322046,
Saint Kitts and Nevis,2021,2,67.0,2.3161265887513367,,73.0,61.0,64.76609358765752,0.30754509822322046,61.0
Saint Lucia,2021,1,64.0,,,,64.0,61.76609358765752,0.30754509822322046,64.0
Saudi Arabia,2021,25,69.24,0.44452221541785725,69.0,69.33333333333333,69.16666666666667,67.71428571428571,0.2442429755043172,71.0
Scotland,2021,25,75.8,0.6082762530298217,74.5,76.0625,75.57142857142857,74.0,0.33149677206589795,74.0
Senegal,2021,25,76.84,0.9122865047048908,77.28571428571429,76.66666666666667,76.66666666666667,74.07142857142857,0.39868307546531284,79.0
Serbia,2021,25,78.36,0.5912698199637794,80.0,78.07142857142857,78.25,76.21428571428571,0.38055152903127015,81.0
Sierra Leone,2021,9,66.11111111111111,1.476147806176269,67.83333333333333,,62.666666666666664,63.87720469876864,0.30754509822322046,62.666666666666664
Slovakia,2021,25,73.96,0.8553361912137241,70.0,74.0,74.25,71.0,0.3144854510165755,83.0
Slovenia,2021,25,73.68,1.2619033243477884,75.75,72.7,73.81818181818181,69.64285714285714,0.4398693969148447,91.0
South Africa,2021,25,70.88,0.3886729559239575,72.28571428571429,70.5,70.2,69.35714285714286,0.13289435848843764,73.0
South Sudan,2021,2,54.5,2.3161265887513367,49.0,,60.0,52.26609358765752,0.30754509822322046,60.0
Spain,2021,25,84.68,0.29844039047465853,83.66666666666667,85.11111111111111,84.61538461538461,83.64285714285714,0.1692628769313117,86.0
Sudan,2021,4,61.0,2.3161265887513367,60.5,61.5,,58.76609358765752,0.30754509822322046,
Sweden,2021,25,75.76,0.49423341314268365,76.2,75.4,75.5,74.14285714285714,0.25370101935418016,78.0
Switzerland,2021,25,77.84,0.6073988255942987,76.33333333333333,78.0,78.07142857142857,75.92857142857143,0.35493825053866396,86.0
Syria,2021,4,69.75,2.3161265887513367,74.5,65.0,,67.51609358765752,0.30754509822322046,
São Tomé e Príncipe,2021,1,70.0,,70.0,,,67.76609358765752,0.30754509822322046,
Tanzania,2021,1,76.0,,76.0,,,73.76609358765752,0.30754509822322046,
Thailand,2021,4,69.0,1.0801234497346435,70.0,,68.0,66.76609358765752,0.30754509822322046,67.0
Togo,2021,14,68.28571428571429,1.7864833508743747,68.33333333333333,70.25,66.25,66.05180787337181,0.7964680945990669,58.0
Trinidad and Tobago,2021,6,64.83333333333333,2.3161265887513367,,70.66666666666667,59.0,62.59942692099085,0.30754509822322046,52.0
Tunisia,2021,25,69.24,0.6640281118547119,70.25,68.92857142857143,69.28571428571429,67.07142857142857,0.507788630793935,69.28571428571429
Turkey,2021,25,76.24,0.27856776554368246,77.33333333333333,75.875,76.21428571428571,75.28571428571429,0.12529400275814706,77.0
Uganda,2021,9,63.111111111111114,1.1111111111111112,64.0,63.5,62.5,60.87720469876864,0.30754509822322046,62.5
Ukraine,2021,25,75.68,0.5023942674832186,77.0,76.0,75.0,73.92857142857143,0.1951129769732385,76.0
United Arab Emirates,2021,22,64.31818181818181,0.9475106679918092,73.0,64.0,63.8,61.0,0.7964680945990669,71.0
United States,2021,25,74.72,0.3342653636459114,77.5,74.4,74.53846153846153,73.78571428571429,0.2142857142857143,76.0
Uruguay,2021,25,80.68,0.407103590420587,81.5,80.22222222222223,80.75,79.57142857142857,0.13725270326150324,82.0
Uzbekistan,2021,7,64.28571428571429,1.8862192686036534,60.0,65.5,64.0,62.051807873371814,0.30754509822322046,64.0
Venezuela,2021,25,72.2,0.7023769168568491,71.88888888888889,72.0,72.85714285714286,69.64285714285714,0.3249199877356598,75.0
Wales,2021,25,73.28,0.7969107018146175,76.5,73.6,72.53846153846153,70.5,0.29183014779976924,75.0
Zambia,2021,11,67.0,1.6011359603844901,66.42857142857143,68.0,68.0,64.76609358765752,0.30754509822322046,68.0
Zimbabwe,2021,11,69.0909090909091,1.467555453216151,68.0,71.66666666666667,68.5,66.85700267856662,0.30754509822322046,68.5
Afghanistan,2022,1,64.0,,,64.0,,61.76609358765752,0.30754509822322046,
Albania,2022,25,71.2,0.8124038404635959,69.42857142857143,70.0,72.83333333333333,68.21428571428571,0.3658284505871935,80.0
Algeria,2022,25,75.8,0.7505553499465134,78.2,74.84615384615384,75.85714285714286,73.28571428571429,0.5686746827664005,78.0
Andorra,2022,1,64.0,,,,64.0,61.76609358765752,0.30754509822322046,64.0
Angola,2022,17,67.3529411764706,1.6736302047596225,65.0,66.42857142857143,69.28571428571429,65.11903476412812,0.7964680945990669,69.28571428571429
Antigua and Barbuda,2022,3,65.33333333333333,2.3161265887513367,,,65.33333333333333,63.09942692099085,0.30754509822322046,65.33333333333333
Argentina,2022,25,83.04,0.6013318551349162,85.0,81.83333333333333,81.66666666666667,81.07142857142857,0.1951129769732385,84.0
