scraped_date,match_date,match_link,home_team,away_team,league_name,home_score,away_score,partial_results,venue,venue_town,venue_country,1x2_market
2026-07-07 11:12:58 UTC,2024-10-15 20:45:00 UTC,"https://www.oddsportal.com/football/h2h/brazil-I9l9aqLq/peru-Uend67D3/#8pAPXXQl",Brazil,Peru,World Championship 2026,4,0,"(1:0, 3:0)",Estdio Nacional Man Garrincha,Braslia,Brazil,"[{'1': '1.22', 'X': '6.20', '2': '14.30', 'bookmaker_name': '1xBet', 'period': 'FullTime'}, {'1': '1.17', 'X': '6.50', '2': '19.00', 'bookmaker_name': '888sport', 'period': 'FullTime'}, {'1': '1.22', 'X': '6.25', '2': '15.00', 'bookmaker_name': 'bet365', 'period': 'FullTime'}, {'1': '1.18', 'X': '6.00', '2': '17.00', 'bookmaker_name': 'Betway', 'period': 'FullTime'}]"
2026-07-07 11:13:08 UTC,2024-09-05 06:10:00 UTC,"https://www.oddsportal.com/football/h2h/australia-xSrf6qMM/bahrain-GITLc4Fp/#ziUrKLc2",Australia,Bahrain,World Championship 2026,0,1,"(0:0, 0:1)",Bahrain National Stadium,Riffa,Bahrain,"[{'1': '1.20', 'X': '6.26', '2': '15.60', 'bookmaker_name': '1xBet', 'period': 'FullTime'}, {'1': '1.17', 'X': '5.50', '2': '13.00', 'bookmaker_name': '888sport', 'period': 'FullTime'}, {'1': '1.22', 'X': '6.00', '2': '13.00', 'bookmaker_name': 'bet365', 'period': 'FullTime'}, {'1': '1.20', 'X': '5.75', '2': '17.00', 'bookmaker_name': 'Betway', 'period': 'FullTime'}]"
2026-07-07 11:13:18 UTC,2023-11-20 14:00:00 UTC,"https://www.oddsportal.com/football/h2h/central-africa-MiKwAcg9/mali-jVn5lThB/#dleJiJwp",Mali,Central Africa,World Championship 2026,1,1,"(0:0, 1:1)",Stade Larbi Zaouli,Casablanca,Morocco,"[{'1': '1.19', 'X': '6.90', '2': '13.90', 'bookmaker_name': '1xBet', 'period': 'FullTime'}, {'1': '1.15', 'X': '7.00', '2': '17.00', 'bookmaker_name': '888sport', 'period': 'FullTime'}, {'1': '1.22', 'X': '6.50', '2': '13.00', 'bookmaker_name': 'bet365', 'period': 'FullTime'}, {'1': '1.17', 'X': '6.00', '2': '17.00', 'bookmaker_name': 'Betway', 'period': 'FullTime'}, {'1': '1.18', 'X': '5.65', '2': '13.12', 'bookmaker_name': 'N1 Bet', 'period': 'FullTime'}]"
2026-07-07 11:13:17 UTC,2025-10-13 14:45:00 UTC,"https://www.oddsportal.com/football/h2h/germany-ptQide1O/northern-ireland-lQADNSWu/#AmorliEa",Northern Ireland,Germany,World Championship 2026,0,1,"(0:1, 0:0)",Windsor Park,Belfast,Northern Ireland,"[{'1': '8.66', 'X': '5.10', '2': '1.39', 'bookmaker_name': '1xBet', 'period': 'FullTime'}, {'1': '8.50', 'X': '5.00', '2': '1.36', 'bookmaker_name': 'bet365', 'period': 'FullTime'}, {'1': '8.40', 'X': '4.80', '2': '1.37', 'bookmaker_name': 'Betfury', 'period': 'FullTime'}, {'1': '7.40', 'X': '4.80', '2': '1.41', 'bookmaker_name': 'Bets.io', 'period': 'FullTime'}, {'1': '7.00', 'X': '4.50', '2': '1.36', 'bookmaker_name': 'Betway', 'period': 'FullTime'}, {'1': '9.46', 'X': '4.66', '2': '1.37', 'bookmaker_name': 'Cloudbet', 'period': 'FullTime'}, {'1': '9.00', 'X': '5.00', '2': '1.40', 'bookmaker_name': 'Mozzartbet', 'period': 'FullTime'}, {'1': '9.10', 'X': '4.90', '2': '1.38', 'bookmaker_name': 'N1 Bet', 'period': 'FullTime'}, {'1': '8.20', 'X': '4.80', '2': '1.38', 'bookmaker_name': 'Roobet', 'period': 'FullTime'}, {'1': '7.25', 'X': '5.00', '2': '1.39', 'bookmaker_name': 'Sports Interaction', 'period': 'FullTime'}, {'1': '7.20', 'X': '4.80', '2': '1.40', 'bookmaker_name': 'Stake.com', 'period': 'FullTime'}]"
2026-07-07 11:13:27 UTC,2025-09-04 19:30:00 UTC,"https://www.oddsportal.com/football/h2h/ecuador-8tbm8Tri/paraguay-YaNlqp6j/#feDcOQha",Paraguay,Ecuador,World Championship 2026,0,0,"(0:0, 0:0)",Estadio Defensores del Chaco,Asuncin,Paraguay,"[{'1': '2.33', 'X': '2.78', '2': '3.95', 'bookmaker_name': '1xBet', 'period': 'FullTime'}, {'1': '2.30', 'X': '2.75', '2': '3.90', 'bookmaker_name': 'bet365', 'period': 'FullTime'}, {'1': '2.38', 'X': '2.66', '2': '3.90', 'bookmaker_name': 'Betfury', 'period': 'FullTime'}, {'1': '2.42', 'X': '2.65', '2': '3.90', 'bookmaker_name': 'Bets.io', 'period': 'FullTime'}, {'1': '2.38', 'X': '2.60', '2': '3.80', 'bookmaker_name': 'Betway', 'period': 'FullTime'}, {'1': '2.54', 'X': '2.67', '2': '3.74', 'bookmaker_name': 'Cloudbet', 'period': 'FullTime'}, {'1': '2.40', 'X': '2.80', '2': '3.55', 'bookmaker_name': 'Mozzartbet', 'period': 'FullTime'}, {'1': '2.37', 'X': '2.62', '2': '3.99', 'bookmaker_name': 'N1 Bet', 'period': 'FullTime'}, {'1': '2.38', 'X': '2.66', '2': '3.90', 'bookmaker_name': 'Roobet', 'period': 'FullTime'}, {'1': '2.39', 'X': '2.65', '2': '3.85', 'bookmaker_name': 'Stake.com', 'period': 'FullTime'}]"
2026-07-07 11:13:37 UTC,2024-11-19 13:15:00 UTC,"https://www.oddsportal.com/football/h2h/jordan-vNcmJoU2/kuwait-UTDwCIKD/#h67UIHGt",Kuwait,Jordan,World Championship 2026,1,1,"(0:1, 1:0)",Ahmad bin Ali Stadium,Al Rayyan,Qatar,"[{'1': '6.22', 'X': '3.30', '2': '1.69', 'bookmaker_name': '1xBet', 'period': 'FullTime'}, {'1': '5.50', 'X': '3.40', '2': '1.62', 'bookmaker_name': '888sport', 'period': 'FullTime'}, {'1': '6.25', 'X': '3.30', '2': '1.70', 'bookmaker_name': 'bet365', 'period': 'FullTime'}, {'1': '5.75', 'X': '3.60', '2': '1.62', 'bookmaker_name': 'Betway', 'period': 'FullTime'}]"
2026-07-07 11:13:37 UTC,2023-11-16 11:00:00 UTC,"https://www.oddsportal.com/football/h2h/sudan-OGhP26xH/togo-noW84S74/#nN75QhAQ",Sudan,Togo,World Championship 2026,1,1,"(1:1, 0:0)",Stade de Kgu,Lom,Togo,"[{'1': '3.49', 'X': '2.99', '2': '2.29', 'bookmaker_name': '1xBet', 'period': 'FullTime'}, {'1': '3.60', 'X': '3.00', '2': '2.20', 'bookmaker_name': '888sport', 'period': 'FullTime'}, {'1': '3.50', 'X': '3.00', '2': '2.30', 'bookmaker_name': 'bet365', 'period': 'FullTime'}, {'1': '3.30', 'X': '3.00', '2': '2.25', 'bookmaker_name': 'Betway', 'period': 'FullTime'}, {'1': '3.36', 'X': '2.91', '2': '2.18', 'bookmaker_name': 'N1 Bet', 'period': 'FullTime'}]"
2026-07-07 11:13:47 UTC,2025-10-12 15:00:00 UTC,"https://www.oddsportal.com/football/h2h/egypt-bejDn7NN/guinea-bissau-0rJs9H8F/#EH3M3V2D",Egypt,Guinea Bissau,World Championship 2026,1,0,"(1:0, 0:0)",Cairo International Stadium,Cairo,Egypt,"[{'1': '1.29', 'X': '5.40', '2': '14.10', 'bookmaker_name': '1xBet', 'period': 'FullTime'}, {'1': '1.27', 'X': '5.25', '2': '13.00', 'bookmaker_name': 'bet365', 'period': 'FullTime'}, {'1': '1.23', 'X': '5.20', '2': '12.00', 'bookmaker_name': 'Betfury', 'period': 'FullTime'}, {'1': '1.22', 'X': '4.90', '2': '12.00', 'bookmaker_name': 'Bets.io', 'period': 'FullTime'}, {'1': '1.22', 'X': '5.50', '2': '15.00', 'bookmaker_name': 'Betway', 'period': 'FullTime'}, {'1': '1.23', 'X': '5.64', '2': '14.22', 'bookmaker_name': 'Cloudbet', 'period': 'FullTime'}, {'1': '1.22', 'X': '6.00', '2': '14.00', 'bookmaker_name': 'Mozzartbet', 'period': 'FullTime'}, {'1': '1.20', 'X': '5.40', '2': '12.00', 'bookmaker_name': 'N1 Bet', 'period': 'FullTime'}, {'1': '1.23', 'X': '5.00', '2': '13.00', 'bookmaker_name': 'Roobet', 'period': 'FullTime'}, {'1': '1.23', 'X': '5.75', '2': '14.00', 'bookmaker_name': 'Sports Interaction', 'period': 'FullTime'}, {'1': '1.23', 'X': '5.20', '2': '13.00', 'bookmaker_name': 'Stake.com', 'period': 'FullTime'}]"
2026-07-07 11:13:56 UTC,2025-10-10 12:00:00 UTC,"https://www.oddsportal.com/football/h2h/sao-tome-and-principe-2wlDrsek/tunisia-QqZVYk95/#MZSGqMoN",Sao Tome and Principe,Tunisia,World Championship 2026,0,6,"(0:3, 0:3)",Stade Olympique de Rades,Rades,Tunisia,"[{'1': '43.00', 'X': '19.70', '2': '1.05', 'bookmaker_name': '1xBet', 'period': 'FullTime'}, {'1': '34.00', 'X': '15.00', '2': '1.04', 'bookmaker_name': 'bet365', 'period': 'FullTime'}, {'1': '30.00', 'X': '12.00', '2': '1.03', 'bookmaker_name': 'Betfury', 'period': 'FullTime'}, {'1': '29.00', 'X': '11.00', '2': '1.02', 'bookmaker_name': 'Bets.io', 'period': 'FullTime'}, {'1': '34.00', 'X': '15.00', '2': '1.03', 'bookmaker_name': 'Betway', 'period': 'FullTime'}, {'1': '29.78', 'X': '18.55', '2': '1.02', 'bookmaker_name': 'Cloudbet', 'period': 'FullTime'}, {'1': '50.00', 'X': '15.00', '2': '1.03', 'bookmaker_name': 'Mozzartbet', 'period': 'FullTime'}, {'1': '29.00', 'X': '11.00', '2': '1.03', 'bookmaker_name': 'N1 Bet', 'period': 'FullTime'}, {'1': '30.00', 'X': '11.00', '2': '1.04', 'bookmaker_name': 'Roobet', 'period': 'FullTime'}, {'1': '51.00', 'X': '17.50', '2': '1.04', 'bookmaker_name': 'Sports Interaction', 'period': 'FullTime'}, {'1': '30.00', 'X': '15.00', '2': '1.03', 'bookmaker_name': 'Stake.com', 'period': 'FullTime'}]"
2026-07-07 11:13:57 UTC,2025-10-09 14:45:00 UTC,"https://www.oddsportal.com/football/h2h/belarus-lhXEH2VT/denmark-0KUdxQVi/#bBUN5Gu2",Belarus,Denmark,World Championship 2026,0,6,"(0:4, 0:2)",Parken Stadium,Copenhagen,Denmark,"[{'1': '23.00', 'X': '9.25', '2': '1.14', 'bookmaker_name': '1xBet', 'period': 'FullTime'}, {'1': '21.00', 'X': '8.50', '2': '1.13', 'bookmaker_name': 'bet365', 'period': 'FullTime'}, {'1': '20.00', 'X': '8.00', '2': '1.13', 'bookmaker_name': 'Betfury', 'period': 'FullTime'}, {'1': '24.00', 'X': '8.20', '2': '1.13', 'bookmaker_name': 'Bets.io', 'period': 'FullTime'}, {'1': '17.00', 'X': '7.50', '2': '1.11', 'bookmaker_name': 'Betway', 'period': 'FullTime'}, {'1': '25.94', 'X': '9.23', '2': '1.12', 'bookmaker_name': 'Cloudbet', 'period': 'FullTime'}, {'1': '22.00', 'X': '11.00', '2': '1.12', 'bookmaker_name': 'Mozzartbet', 'period': 'FullTime'}, {'1': '23.00', 'X': '8.80', '2': '1.12', 'bookmaker_name': 'N1 Bet', 'period': 'FullTime'}, {'1': '20.00', 'X': '8.00', '2': '1.13', 'bookmaker_name': 'Roobet', 'period': 'FullTime'}, {'1': '20.00', 'X': '8.25', '2': '1.15', 'bookmaker_name': 'Sports Interaction', 'period': 'FullTime'}, {'1': '23.00', 'X': '8.20', '2': '1.12', 'bookmaker_name': 'Stake.com', 'period': 'FullTime'}]"
2026-07-07 11:14:06 UTC,2025-06-10 07:00:00 UTC,"https://www.oddsportal.com/football/h2h/bahrain-GITLc4Fp/china-f5AvIXD3/#EypX8DBM",China,Bahrain,World Championship 2026,1,0,"(0:0, 1:0)",Chongqing Olympic Sports Centre,Chongqing,China,"[{'1': '2.25', 'X': '3.10', '2': '3.50', 'bookmaker_name': '1xBet', 'period': 'FullTime'}, {'1': '2.25', 'X': '3.10', '2': '3.50', 'bookmaker_name': 'bet365', 'period': 'FullTime'}, {'1': '2.40', 'X': '2.95', '2': '3.35', 'bookmaker_name': 'Betfury', 'period': 'FullTime'}, {'1': '2.38', 'X': '2.95', '2': '3.25', 'bookmaker_name': 'Bets.io', 'period': 'FullTime'}, {'1': '2.40', 'X': '3.00', '2': '3.10', 'bookmaker_name': 'Betway', 'period': 'FullTime'}, {'1': '2.46', 'X': '2.96', '2': '3.36', 'bookmaker_name': 'Cloudbet', 'period': 'FullTime'}, {'1': '2.30', 'X': '3.10', '2': '3.40', 'bookmaker_name': 'Mozzartbet', 'period': 'FullTime'}, {'1': '2.40', 'X': '2.95', '2': '3.35', 'bookmaker_name': 'Roobet', 'period': 'FullTime'}, {'1': '2.30', 'X': '2.85', '2': '3.20', 'bookmaker_name': 'Stake.com', 'period': 'FullTime'}]"
2026-07-07 11:14:16 UTC,2025-03-22 15:45:00 UTC,"https://www.oddsportal.com/football/h2h/czech-republic-6LHwBDGU/faroe-islands-nBmAj3Fc/#MVIQ1K8c",Czech Republic,Faroe Islands,World Championship 2026,2,1,"(1:0, 1:1)",Trsvllur,Torshavn,Faroe Islands,"[{'1': '1.13', 'X': '9.96', '2': '24.00', 'bookmaker_name': '1xBet', 'period': 'FullTime'}, {'1': '1.11', 'X': '7.50', '2': '19.00', 'bookmaker_name': '888sport', 'period': 'FullTime'}, {'1': '1.11', 'X': '9.00', '2': '23.00', 'bookmaker_name': 'bet365', 'period': 'FullTime'}, {'1': '1.12', 'X': '9.00', '2': '28.00', 'bookmaker_name': 'Betfury', 'period': 'FullTime'}, {'1': '1.09', 'X': '8.40', '2': '22.00', 'bookmaker_name': 'Bets.io', 'period': 'FullTime'}, {'1': '1.11', 'X': '7.50', '2': '15.00', 'bookmaker_name': 'Betway', 'period': 'FullTime'}, {'1': '1.11', 'X': '9.73', '2': '28.93', 'bookmaker_name': 'Cloudbet', 'period': 'FullTime'}, {'1': '1.13', 'X': '8.50', '2': '19.00', 'bookmaker_name': 'Mozzartbet', 'period': 'FullTime'}]"
2026-07-07 11:14:15 UTC,2026-06-27 22:00:00 UTC,"https://www.oddsportal.com/football/h2h/argentina-f9OppQjp/jordan-vNcmJoU2/#KAnAWtpR",Jordan,Argentina,World Championship 2026,1,3,"(0:2, 1:1)",AT&T Stadium,"Arlington, TX",USA,"[{'1': '23.00', 'X': '10.20', '2': '1.13', 'bookmaker_name': '1xBet', 'period': 'FullTime'}, {'1': '17.00', 'X': '8.00', '2': '1.13', 'bookmaker_name': '888sport', 'period': 'FullTime'}, {'1': '21.00', 'X': '9.00', '2': '1.11', 'bookmaker_name': 'bet365', 'period': 'FullTime'}, {'1': '17.00', 'X': '8.00', '2': '1.15', 'bookmaker_name': 'Betfury', 'period': 'FullTime'}, {'1': '17.00', 'X': '8.40', '2': '1.15', 'bookmaker_name': 'Bets.io', 'period': 'FullTime'}, {'1': '15.00', 'X': '8.50', '2': '1.14', 'bookmaker_name': 'Betway', 'period': 'FullTime'}, {'1': '18.00', 'X': '8.90', '2': '1.15', 'bookmaker_name': 'Cloudbet', 'period': 'FullTime'}, {'1': '22.00', 'X': '9.90', '2': '1.10', 'bookmaker_name': 'Melbet', 'period': 'FullTime'}, {'1': '19.00', 'X': '8.50', '2': '1.18', 'bookmaker_name': 'Mozzartbet', 'period': 'FullTime'}, {'1': '17.00', 'X': '8.40', '2': '1.15', 'bookmaker_name': 'N1 Bet', 'period': 'FullTime'}, {'1': '17.00', 'X': '8.00', '2': '1.15', 'bookmaker_name': 'Roobet', 'period': 'FullTime'}, {'1': '19.15', 'X': '8.10', '2': '1.10', 'bookmaker_name': 'Shuffle', 'period': 'FullTime'}, {'1': '19.50', 'X': '8.75', '2': '1.14', 'bookmaker_name': 'Sports Interaction', 'period': 'FullTime'}, {'1': '19.00', 'X': '7.80', '2': '1.12', 'bookmaker_name': 'Stake.com', 'period': 'FullTime'}]"
2026-07-07 11:14:26 UTC,2025-06-07 12:00:00 UTC,"https://www.oddsportal.com/football/h2h/andorra-dnO5z404/england-j9N9ZNFA/#6g9rksPi",Andorra,England,World Championship 2026,0,1,"(0:0, 0:1)",Villa Park,Birmingham,England,"[{'1': '63.00', 'X': '26.00', '2': '1.01', 'bookmaker_name': '1xBet', 'period': 'FullTime'}, {'1': '67.00', 'X': '26.00', '2': '1.01', 'bookmaker_name': 'bet365', 'period': 'FullTime'}, {'1': '20.00', 'X': '16.00', '2': '1.02', 'bookmaker_name': 'Betfury', 'period': 'FullTime'}, {'1': '80.00', 'X': '15.00', '2': '1.01', 'bookmaker_name': 'Bets.io', 'period': 'FullTime'}, {'1': '41.00', 'X': '15.00', '2': '-', 'bookmaker_name': 'Betway', 'period': 'FullTime'}, {'1': '61.90', 'X': '13.54', '2': '1.01', 'bookmaker_name': 'Cloudbet', 'period': 'FullTime'}, {'1': '60.00', 'X': '17.00', '2': '1.01', 'bookmaker_name': 'Mozzartbet', 'period': 'FullTime'}, {'1': '20.00', 'X': '16.00', '2': '1.02', 'bookmaker_name': 'Roobet', 'period': 'FullTime'}, {'1': '90.00', 'X': '27.00', '2': '1.01', 'bookmaker_name': 'Stake.com', 'period': 'FullTime'}]"
2026-07-07 11:14:34 UTC,2025-03-24 15:45:00 UTC,"https://www.oddsportal.com/football/h2h/romania-IaD8jZpU/san-marino-Wlrb53yT/#MXVgXjso",San Marino,Romania,World Championship 2026,1,5,"(0:2, 1:3)",Arena Nationala,Bucharest,Romania,"[{'1': '33.00', 'X': '15.00', '2': '1.04', 'bookmaker_name': '1xBet', 'period': 'FullTime'}, {'1': '41.00', 'X': '13.00', '2': '1.02', 'bookmaker_name': '888sport', 'period': 'FullTime'}, {'1': '41.00', 'X': '15.00', '2': '1.04', 'bookmaker_name': 'bet365', 'period': 'FullTime'}, {'1': '78.00', 'X': '15.00', '2': '1.05', 'bookmaker_name': 'Betfury', 'period': 'FullTime'}, {'1': '34.00', 'X': '12.00', '2': '1.02', 'bookmaker_name': 'Betway', 'period': 'FullTime'}, {'1': '65.84', 'X': '18.46', '2': '1.04', 'bookmaker_name': 'Cloudbet', 'period': 'FullTime'}, {'1': '35.00', 'X': '14.00', '2': '1.05', 'bookmaker_name': 'Mozzartbet', 'period': 'FullTime'}]"
2026-07-07 11:14:35 UTC,2025-10-10 14:45:00 UTC,"https://www.oddsportal.com/football/h2h/germany-ptQide1O/luxembourg-2cnFSaNj/#2NszjDqm",Germany,Luxembourg,World Championship 2026,4,0,"(2:0, 2:0)",Stade de Luxembourg,Luxembourg,Luxembourg,"[{'1': '1.03', 'X': '19.50', '2': '87.00', 'bookmaker_name': '1xBet', 'period': 'FullTime'}, {'1': '1.03', 'X': '15.00', '2': '67.00', 'bookmaker_name': 'bet365', 'period': 'FullTime'}, {'1': '1.03', 'X': '16.00', '2': '50.00', 'bookmaker_name': 'Betfury', 'period': 'FullTime'}, {'1': '1.05', 'X': '14.00', '2': '50.00', 'bookmaker_name': 'Bets.io', 'period': 'FullTime'}, {'1': '1.02', 'X': '13.00', '2': '29.00', 'bookmaker_name': 'Betway', 'period': 'FullTime'}, {'1': '1.03', 'X': '22.94', '2': '65.84', 'bookmaker_name': 'Cloudbet', 'period': 'FullTime'}, {'1': '1.03', 'X': '15.00', '2': '75.00', 'bookmaker_name': 'Mozzartbet', 'period': 'FullTime'}, {'1': '1.03', 'X': '19.00', '2': '41.00', 'bookmaker_name': 'N1 Bet', 'period': 'FullTime'}, {'1': '1.03', 'X': '16.00', '2': '50.00', 'bookmaker_name': 'Roobet', 'period': 'FullTime'}, {'1': '1.05', 'X': '17.50', '2': '56.00', 'bookmaker_name': 'Sports Interaction', 'period': 'FullTime'}, {'1': '1.04', 'X': '14.00', '2': '45.00', 'bookmaker_name': 'Stake.com', 'period': 'FullTime'}]"
2026-07-07 11:14:45 UTC,2024-03-26 09:30:00 UTC,"https://www.oddsportal.com/football/h2h/afghanistan-4M0iRO5p/india-A1UUGpep/#dtRAGu5U",India,Afghanistan,World Championship 2026,1,2,"(1:0, 0:2)",,,,"[{'1': '1.56', 'X': '4.36', '2': '5.37', 'bookmaker_name': '1xBet', 'period': 'FullTime'}, {'1': '1.40', 'X': '4.00', '2': '6.50', 'bookmaker_name': '888sport', 'period': 'FullTime'}, {'1': '1.53', 'X': '4.33', '2': '5.50', 'bookmaker_name': 'bet365', 'period': 'FullTime'}, {'1': '1.48', 'X': '4.00', '2': '6.50', 'bookmaker_name': 'Betway', 'period': 'FullTime'}, {'1': '1.47', 'X': '3.68', '2': '6.70', 'bookmaker_name': 'N1 Bet', 'period': 'FullTime'}]"
2026-07-07 11:14:53 UTC,2024-03-21 07:30:00 UTC,"https://www.oddsportal.com/football/h2h/myanmar-2JBsa3Sl/syria-bDoeW1BH/#UiAchlSA",Myanmar,Syria,World Championship 2026,1,1,"(1:0, 0:1)",Thuwunna Stadium,Yangon,Myanmar,"[{'1': '19.90', 'X': '9.90', '2': '1.10', 'bookmaker_name': '1xBet', 'period': 'FullTime'}, {'1': '21.00', 'X': '11.00', '2': '1.02', 'bookmaker_name': '888sport', 'period': 'FullTime'}, {'1': '21.00', 'X': '10.00', '2': '1.11', 'bookmaker_name': 'bet365', 'period': 'FullTime'}, {'1': '23.00', 'X': '10.00', '2': '1.07', 'bookmaker_name': 'Betway', 'period': 'FullTime'}, {'1': '15.00', 'X': '8.70', '2': '1.09', 'bookmaker_name': 'N1 Bet', 'period': 'FullTime'}]"
2026-07-07 11:14:54 UTC,2023-10-12 20:30:00 UTC,"https://www.oddsportal.com/football/h2h/brazil-I9l9aqLq/venezuela-raj05RS9/#K4eUDIII",Brazil,Venezuela,World Championship 2026,1,1,"(0:0, 1:1)",Estadio Monumental de Maturn,Maturn,Venezuela,"[{'1': '1.09', 'X': '11.00', '2': '23.00', 'bookmaker_name': '1xBet', 'period': 'FullTime'}, {'1': '1.06', 'X': '10.00', '2': '29.00', 'bookmaker_name': '888sport', 'period': 'FullTime'}, {'1': '1.09', 'X': '11.00', '2': '23.00', 'bookmaker_name': 'bet365', 'period': 'FullTime'}, {'1': '1.07', 'X': '10.00', '2': '26.00', 'bookmaker_name': 'Betway', 'period': 'FullTime'}, {'1': '1.07', 'X': '8.29', '2': '22.61', 'bookmaker_name': 'N1 Bet', 'period': 'FullTime'}]"
2026-07-07 11:15:04 UTC,2026-06-23 13:00:00 UTC,"https://www.oddsportal.com/football/h2h/portugal-WvJrjFVN/uzbekistan-EZYKKRMc/#nRFcNx7D",Portugal,Uzbekistan,World Championship 2026,5,0,"(3:0, 2:0)",NRG Stadium,"Houston, TX",USA,"[{'1': '1.14', 'X': '9.71', '2': '19.30', 'bookmaker_name': '1xBet', 'period': 'FullTime'}, {'1': '1.13', 'X': '8.00', '2': '17.00', 'bookmaker_name': '888sport', 'period': 'FullTime'}, {'1': '1.13', 'X': '9.00', '2': '19.00', 'bookmaker_name': 'bet365', 'period': 'FullTime'}, {'1': '1.14', 'X': '8.00', '2': '19.00', 'bookmaker_name': 'Betfury', 'period': 'FullTime'}, {'1': '1.15', 'X': '8.10', '2': '19.00', 'bookmaker_name': 'Bets.io', 'period': 'FullTime'}, {'1': '1.14', 'X': '8.00', '2': '17.00', 'bookmaker_name': 'Betway', 'period': 'FullTime'}, {'1': '1.15', 'X': '8.65', '2': '21.00', 'bookmaker_name': 'Cloudbet', 'period': 'FullTime'}, {'1': '1.12', 'X': '9.50', '2': '18.00', 'bookmaker_name': 'Melbet', 'period': 'FullTime'}, {'1': '1.18', 'X': '9.00', '2': '17.00', 'bookmaker_name': 'Mozzartbet', 'period': 'FullTime'}, {'1': '1.15', 'X': '8.10', '2': '19.00', 'bookmaker_name': 'N1 Bet', 'period': 'FullTime'}, {'1': '1.14', 'X': '8.00', '2': '19.00', 'bookmaker_name': 'Roobet', 'period': 'FullTime'}, {'1': '1.10', 'X': '8.02', '2': '19.19', 'bookmaker_name': 'Shuffle', 'period': 'FullTime'}, {'1': '1.14', 'X': '9.00', '2': '18.50', 'bookmaker_name': 'Sports Interaction', 'period': 'FullTime'}, {'1': '1.13', 'X': '8.00', '2': '19.00', 'bookmaker_name': 'Stake.com', 'period': 'FullTime'}]"
2026-07-07 11:15:13 UTC,2024-09-10 08:00:00 UTC,"https://www.oddsportal.com/football/h2h/australia-xSrf6qMM/indonesia-88ErHiT9/#jNtGITwe",Indonesia,Australia,World Championship 2026,0,0,"(0:0, 0:0)",Sydney Football Stadium,Sydney,Australia,"[{'1': '5.20', 'X': '3.67', '2': '1.69', 'bookmaker_name': '1xBet', 'period': 'FullTime'}, {'1': '5.00', 'X': '3.40', '2': '1.62', 'bookmaker_name': '888sport', 'period': 'FullTime'}, {'1': '5.25', 'X': '3.75', '2': '1.67', 'bookmaker_name': 'bet365', 'period': 'FullTime'}, {'1': '5.00', 'X': '3.75', '2': '1.67', 'bookmaker_name': 'Betway', 'period': 'FullTime'}]"
2026-07-07 11:15:13 UTC,2026-06-26 23:00:00 UTC,"https://www.oddsportal.com/football/h2h/belgium-GbB957na/new-zealand-rLctHkpU/#jwT97ZAb",New Zealand,Belgium,World Championship 2026,1,5,"(0:1, 1:4)",BC Place,"Vancouver, BC",Canada,"[{'1': '13.60', 'X': '8.89', '2': '1.18', 'bookmaker_name': '1xBet', 'period': 'FullTime'}, {'1': '13.00', 'X': '7.50', '2': '1.15', 'bookmaker_name': '888sport', 'period': 'FullTime'}, {'1': '13.00', 'X': '8.50', '2': '1.17', 'bookmaker_name': 'bet365', 'period': 'FullTime'}, {'1': '13.00', 'X': '7.80', '2': '1.18', 'bookmaker_name': 'Betfury', 'period': 'FullTime'}, {'1': '14.00', 'X': '7.50', '2': '1.18', 'bookmaker_name': 'Bets.io', 'period': 'FullTime'}, {'1': '13.00', 'X': '7.50', '2': '1.17', 'bookmaker_name': 'Betway', 'period': 'FullTime'}, {'1': '14.00', 'X': '7.95', '2': '1.18', 'bookmaker_name': 'Cloudbet', 'period': 'FullTime'}, {'1': '13.00', 'X': '8.70', '2': '1.16', 'bookmaker_name': 'Melbet', 'period': 'FullTime'}, {'1': '13.00', 'X': '7.90', '2': '1.22', 'bookmaker_name': 'Mozzartbet', 'period': 'FullTime'}, {'1': '14.00', 'X': '7.50', '2': '1.18', 'bookmaker_name': 'N1 Bet', 'period': 'FullTime'}, {'1': '13.00', 'X': '7.80', '2': '1.18', 'bookmaker_name': 'Roobet', 'period': 'FullTime'}, {'1': '12.81', 'X': '7.54', '2': '1.14', 'bookmaker_name': 'Shuffle', 'period': 'FullTime'}, {'1': '12.50', 'X': '8.75', '2': '1.18', 'bookmaker_name': 'Sports Interaction', 'period': 'FullTime'}, {'1': '14.00', 'X': '8.20', '2': '1.15', 'bookmaker_name': 'Stake.com', 'period': 'FullTime'}]"
